tag,norm_val
Python,1.0
SQL,0.5888888888888889
Data Mining,0.38333333333333336
Математическая статистика,0.19444444444444445
Анализ данных,0.16111111111111112
C++,0.15
Английский язык,0.1388888888888889
Математический анализ,0.12777777777777777
Big Data,0.12222222222222222
Git,0.11666666666666667
Linux,0.11666666666666667
MATLAB,0.1111111111111111
Machine Learning,0.10555555555555556
Data Analysis,0.10555555555555556
MS SQL,0.1
Data Science,0.09444444444444444
NLP,0.08888888888888889
Базы данных,0.08333333333333333
Статистический анализ,0.07777777777777778
Математическое моделирование,0.07777777777777778
R,0.07777777777777778
Работа с базами данных,0.07222222222222222
Математическое программирование,0.07222222222222222
Английский — B2 — Средне-продвинутый,0.06111111111111111
ML,0.06111111111111111
TensorFlow,0.06111111111111111
Аналитическое мышление,0.06111111111111111
Pandas,0.05555555555555555
Spark,0.05555555555555555
Tensorflow,0.05555555555555555
Hadoop,0.05
Статистика,0.05
Docker,0.05
PyTorch,0.044444444444444446
machine learning,0.044444444444444446
data science,0.044444444444444446
DWH,0.03888888888888889
Обучение и развитие,0.03888888888888889
Работа в команде,0.03888888888888889
